CourseCode,CourseName,Department,Duration,BlockType,Credits,GradeLevels,Prerequisites,IsAdvanced,Description,PeriodsRequired,WorkloadLevel
10293,Advanced Digital Art 2,Visual Arts & Design,Full Year,Block,0.5,"10,11,12","10291,10291S",true,"Utilizing Adobe Creative Cloud programs, artists will progress in refining their illustrative capabilities in devising their artistic voice and pursuing coursework with a career mindset.",1,5
10295,Advanced Digital Art 3,Visual Arts & Design,Full Year,Block,1,"10,11,12",10293,true,"Utilizing Adobe Creative Cloud programs, artists will progress in refining their illustrative capabilities in devising their artistic voice and pursuing coursework with a career mindset.",1,5
10272,Advanced Drawing and Painting 2,Visual Arts & Design,Full Year,Block,1,"10,11,12","10091,10091S,10121,10121S",true,"Students will build and advance their skills using wet and dry media to communicate visually. They will challenge themselves to connect to career, college, and life readiness. They will explore and use professional materials and make many individual choices for media and content.",1,5
10273,Advanced Drawing and Painting 3,Visual Arts & Design,Full Year,Block,1,"10,11,12",10272,true,"Students will build and advance their skills using wet and dry media to communicate visually. They will challenge themselves to connect to career, college, and life readiness. They will explore and use professional materials and make many individual choices for media and content.",1,5
10233,Advanced Photography,Visual Arts & Design,Full Year,Block,1,"10,11,12",10232,true,"Artists will refine their photographic vision, combining digital art techniques within photography to express artistic and personal voice.",1,5
10252,Advanced Sculpture & Ceramics 2,Visual Arts & Design,Full Year,Block,1,"10,11,12","10181,10211",true,Students will build upon their skills to develop a more personalized approach to working with ceramic and sculpture media. Students will be encouraged to think more deeply about their work and expand their knowledge of advanced ceramic and sculpture techniques. Projects will occasionally link to opportunities for community partnerships.,1,5
10253,Advanced Sculpture & Ceramics 3,Visual Arts & Design,Full Year,Block,1,"10,11,12",10252,true,Students will build upon their skills to develop a more personalized approach to working with ceramic and sculpture media. Students will be encouraged to think more deeply about their work and expand their knowledge of advanced ceramic and sculpture techniques. Projects will occasionally link to opportunities for community partnerships.,1,5
10241,Advertising and Design,Visual Arts & Design,Full Year,Block,0.5,"9,10,11,12",,false,"Students will learn the fundamental principles used in advertising and design. Students will develop skills in visual communication, visual hierarchy, typography usage, color theory, and emotional design. Students will develop skills in traditional media as well as digital tools. The outcomes for student projects will be directly linked to school cross-curricular collaboration.",1,3
10241S,Advertising and Design (Skinny),Visual Arts & Design,Full Year,Skinny,0.5,"9,10,11,12",,false,"Students will learn the fundamental principles used in advertising and design. Students will develop skills in visual communication, visual hierarchy, typography usage, color theory, and emotional design. Students will develop skills in traditional media as well as digital tools. The outcomes for student projects will be directly linked to school cross-curricular collaboration.",1,3
10195,AP® Art & Design,Visual Arts & Design,Full Year,Block,1.5,"11,12",,true,"Students will create a full portfolio of work focused either on Drawing, Two-Dimensional Design, or Three-Dimensional Design. The portfolio includes evidence of ongoing practice, experimentation, and revision as the product of inquiry. Ultimately, the student portfolio is submitted to the AP College Board for consideration for College level credit. https://apstudent.collegeboard.org/apcourse/ap-stu dioart-2-d-design.",1,5
10225,Art Media and Methods,Visual Arts & Design,Full Year,Block,0.5,"9,10,11,12",,false,"This course is a great place to start, continue, or end a student’s OHS visual art experience. The goal of the course is to build artistic confidence across multiple media for our beginning students while pushing the skill and ideation levels of our advanced students. Students will explore drawing, painting, digital art, sculpture, ceramics, and other art media and methods.",1,3
10225S,Art Media and Methods (Skinny),Visual Arts & Design,Full Year,Skinny,0.5,"9,10,11,12",,false,"This course is a great place to start, continue, or end a student’s OHS visual art experience. The goal of the course is to build artistic confidence across multiple media for our beginning students while pushing the skill and ideation levels of our advanced students. Students will explore drawing, painting, digital art, sculpture, ceramics, and other art media and methods.",1,3
10181,Ceramics 1,Visual Arts & Design,Full Year,Block,0.5,"9,10,11,12",,false,"Students will create a variety of functional and sculptural works by utilizing the pinching, coiling, slab, and other ceramics techniques. Students will learn various surface design and glazing techniques.",1,3
10220,Creative Careers,Visual Arts & Design,Full Year,Block,1,"11,12",,false,"Students will solve Design Challenges connected to community and real-world clients in and off campus. Curriculum will change based on current client needs, and student skill sets. Students will create specialized portfolios for future goals, using communication skills to refine multiple ideas and iterations based on client feedback.",1,3
10291,Digital Art 1,Visual Arts & Design,Full Year,Block,0.5,"9,10,11,12",,false,"Artists will use Adobe Creative Cloud programs to visually communicate a variety of design concepts. Students will learn to create digital images, manipulate text, and use appropriate file formats for web and print. An emphasis is placed on personal expression and art and design fundamentals.",1,3
10291S,Digital Art 1 (Skinny),Visual Arts & Design,Full Year,Skinny,0.5,"9,10,11,12",,false,"Artists will use Adobe Creative Cloud programs to visually communicate a variety of design concepts. Students will learn to create digital images, manipulate text, and use appropriate file formats for web and print. An emphasis is placed on personal expression and art and design fundamentals.",1,3
10091,Drawing 1,Visual Arts & Design,Full Year,Block,0.5,"9,10,11,12",,false,"Students will build and advance their skills using dry media to communicate visually. They will explore and use professional drawing pencils, design markers, color pencils, and a variety of different papers. Skills may include realism and abstraction, proportion and perspective, form in still life, face formula in portraits, and spatial depth in landscapes.",1,3
10091S,Drawing 1 (Skinny),Visual Arts & Design,Full Year,Skinny,0.5,"9,10,11,12",,false,"Students will build and advance their skills using dry media to communicate visually. They will explore and use professional drawing pencils, design markers, color pencils, and a variety of different papers. Skills may include realism and abstraction, proportion and perspective, form in still life, face formula in portraits, and spatial depth in landscapes.",1,3
70700,Industrial Design 1,Visual Arts & Design,Full Year,Block,1,"9,10,11,12",,false,"Industrial designers create and develop concepts and designs that optimize the function, value, and appearance of products and systems for the mutual benefit of both user and manufacturer. Design sketching will be emphasized from Exploratory to Persuasion sketching. Students will learn one, two, and three-point perspective drawing. Students will learn to model in 3D CAD software Inventor and realize their designs by using rapid prototyping technology as well as hand modeling processes.",1,3
70702,Industrial Design 2,Visual Arts & Design,Full Year,Block,1,"10,11,12",70700,false,Industrial Design 2 builds upon the skills learned in the foundation course. Students will complete more complex projects with a higher creativity level. Students will be able to develop more involved projects by using known software and equipment in the Fablab.,1,3
10121,Painting 1,Visual Arts & Design,Full Year,Block,0.5,"9,10,11,12",,false,"Students will build and advance their skills using wet media to communicate visually. They will explore and use professional watercolors, water-based oil paints, acrylic media, and a variety of different papers, boards, and canvas for painting. Subjects may include realism and abstraction, still life, portraiture, and landscapes.",1,3
10121S,Painting 1 (Skinny),Visual Arts & Design,Full Year,Skinny,0.5,"9,10,11,12",,false,"Students will build and advance their skills using wet media to communicate visually. They will explore and use professional watercolors, water-based oil paints, acrylic media, and a variety of different papers, boards, and canvas for painting. Subjects may include realism and abstraction, still life, portraiture, and landscapes.",1,3
10232,Photography,Visual Arts & Design,Full Year,Block,1,"10,11,12","10291,10291S",true,"Building from processes and techniques taught in Digital Art 1, artists will further develop their photographic eye through formal and technical skills.",1,5
10211,Sculpture 1,Visual Arts & Design,Full Year,Block,0.5,"9,10,11,12",,false,"Students will create three-dimensional forms using a variety of materials and processes. Additive, subtractive, and casting methods will be utilized. Each project is a problem-solving challenge with unique opportunities for individualized visual communication.",1,3
35370S,Chinese 1 (Skinny),World Language,Full Year,Skinny,1,"9,10,11,12",,false,"The course will focus on simple Chinese words, phrases, and expressions useful in daily life. Students will learn listening, speaking, reading and writing skills through activities based on pedagogically proven methods of world language instruction. Throughout the course, students will acquire knowledge of the Chinese language by practicing common phrases and by writing simple Chinese characters. They will learn to express themselves using an ever increasing vocabulary. Grammar will be introduced and practiced in innovative and interesting ways with a variety of learning styles in mind. This course is aligned to the state and national world language standards.",1,3
35371S,Chinese 2 (Skinny),World Language,Full Year,Skinny,1,"9,10,11,12",35370S,false,"The course will focus on communication skills on topics of daily life, community, social and environmental discussion at novice low to novice-mid level. Students will learn listening, speaking, reading and writing skills through activities that are based on pedagogically proven methods of world language instruction. This course continues to engage students in an integrated approach to Chinese language and culture. The three inseparable dimensions of the Chinese language: the visual, the phonetic, and the semantic will be studied at a more advanced level. Students will learn to express themselves using an ever increasing vocabulary. Grammar will be introduced and practiced in innovative and interesting ways with a variety of learning styles in mind. This course is aligned to the state and national world language standards.",1,3
35372S,Chinese 3 (Skinny),World Language,Full Year,Skinny,1,"10,11,12",35371S,false,"The course will focus on communication skills on topics of daily life, community, social and environmental discussion at novice mid to novice high level. Students will learn listening, speaking, reading and writing skills through activities that are based on pedagogically proven methods of world language instruction. Throughout the course, students will study the language in the context that is related to the following thematic units: Contemporary life, families and communities, personal and public identities, global challenges, science and technology. They will learn to express themselves using an ever increasing vocabulary. Grammar will be introduced and practiced in innovative and interesting ways with a variety of learning styles in mind. Culture is embedded in the course in an attempt to help the learner focus on the Chinese speaking world and their culture, people, geographical locations and histories. The course is aligned to the state and national world language standards.",1,3
35373S,Chinese 4 (Skinny),World Language,Full Year,Skinny,1,"11,12",35372S,false,"In this course, which is based on the immersion model of language acquisition, students will achieve communication skills at a novice high to intermediate-low level in the areas of reading, writing, listening, and speaking in the target language on a wide range of topics. This course is academically challenging and will prepare students for college-level work and life in a global society. It will also continue to advance students’ insight in the cultures and history of Chinese speaking cultures. Students will participate in reading, writing, speaking, and listening activities to acquire and practice conversational skills, vocabulary, and grammar. The course is aligned to the state and national world language standards.",1,3
35374S,Chinese 5 (Skinny),World Language,Full Year,Skinny,1,12,35373S,false,"In this course, which is based on the immersion model of language acquisition, students will achieve communication skills at an intermediate-low to intermediate-mid level in the areas of reading, writing, listening, and speaking in the target language on a wide range of topics. This course is academically challenging and will prepare students for college-level work and life in a global society. It will also continue to advance students’ insight in the cultures and history of Chinese speaking cultures. Students will participate in reading, writing, speaking, and listening activities to acquire and practice conversational skills, vocabulary, and grammar. This course is aligned to the state and national world language standards.",1,3
35031S,French 1 (Skinny),World Language,Full Year,Skinny,1,"9,10,11,12",,false,"This course, which is based on the immersion model of language acquisition, is designed to develop students’ communication skills in French at a novice level through reading, writing, listening, and speaking. Students will study vocabulary and grammar necessary for everyday dialogue and conversation. To prepare students for living in a global society, students will identify relationships between cultures of the Francophone world. They will also learn the value of studying the French language and culture and how it applies to other content areas and to career options.",1,3
35062S,French 2 (Skinny),World Language,Full Year,Skinny,1,"10,11,12",35031S,false,"This course, which is based on the immersion model of language acquisition, is designed to further develop students’ communication skills in the target language at a novice-mid level through reading, writing, listening, and speaking. Classroom instruction is designed to increase students’ ability to communicate in the target language by involving them in communicative tasks in a contemporary cultural context. Focus is placed on understanding main ideas in simple text. To prepare students for living in a global society, students will identify relationships between cultures of the Francophone world. They will also learn the value of studying the French language and culture and how it applies to other content areas and to career options.",1,3
35093S,French 3 (Skinny),World Language,Full Year,Skinny,1,"11,12",35062S,false,"This course, which is based on the immersion model of language acquisition, provides students additional opportunities to expand communication skills at a novice-high level in the areas of reading, writing, listening, and speaking in the target language on various topics. In French 3, students continue to refine their knowledge of Francophone countries by examining the interrelationship of other cultures to their own. Throughout, students continue their study of grammar and expanded vocabulary topics through the use of authentic materials (readings, songs, videos.) The knowledge acquired in this course will prepare students to use the target language appropriately in a variety of contexts and see how it applies to other content areas and career options.",1,3
35124S,French 4 (Skinny),World Language,Full Year,Skinny,1,12,35093S,false,"In this course, which is based on the immersion model of language acquisition, students will achieve active communication skills at an intermediate-low level in the areas of reading, writing, listening, and speaking in the target language on a wide range of topics. This course is academically challenging and will prepare students for college-level work, careers and life in a global society. It will also continue to advance students’ insight in the cultures and history of French speaking cultures. Students will participate in higher level reading, writing, speaking, and listening activities to fine tune and review conversation, vocabulary, and grammar skills. The knowledge acquired will prepare students to use the target language appropriately in varied contexts. Integration of other disciplines is ongoing throughout the course.",1,3
35151S,German 1 (Skinny),World Language,Full Year,Skinny,1,"9,10,11,12",,false,"In this immersion based classroom, students in German I develop skills at the novice level in reading, speaking, listening and writing, with emphasis on listening and speaking. Students focus on vocabulary acquisition, fundamental language patterns, and using grammar in context. These skills are acquired through the study of thematic units based on familiar topics. Culturally authentic materials are used to help students develop an understanding and appreciation of German speaking countries.",1,3
35182S,German 2 (Skinny),World Language,Full Year,Skinny,1,"9,10,11,12",35151S,false,"In this immersion based classroom, students in German II will become more proficient in listening and speaking skills and further their development of reading and writing skills in the German language. Language patterns and grammar are taught systematically to facilitate comprehension and correct usage. Culturally authentic materials are used to help students develop an understanding and appreciation of the German speaking countries.",1,3
35213S,German 3 (Skinny),World Language,Full Year,Skinny,1,"10,11,12",35182S,false,"This course builds upon the four basic skills of listening, speaking, reading, and writing acquired in German I and German II. Students will move from the novice to intermediate level in all components. The listening and speaking components in particular will involve everyday situations and focus on pronunciation and intonation. The study of authentic texts and literature will enhance the learning of the culture and language without translation. Students will use German appropriately in a range of contexts and for a variety of purposes.",1,3
35244S,German 4 (Skinny),World Language,Full Year,Skinny,1,"11,12",35213S,false,"In this immersion based classroom, German IV is designed to continue students’ development of fluency in the language and give students a deeper insight into the cultures and history of German speaking countries. The focus is primarily on vocabulary and grammar acquisition through the study of authentic texts and literature. Writing, reading, and speaking are especially stressed, as students are now more proficient in the language. This course is intended to prepare students for advanced placement at the university level and to earn the maximum amount of retroactive credits.",1,3
35245S,German 5 (Skinny),World Language,Full Year,Skinny,1,12,"35244S,35246S",false,"In this immersion based classroom, German V is designed to continue students’ development of fluency in the language and to give students a deeper insight into the cultures and history of German speaking countries. The focus is primarily on the acquisition of advanced grammar and social communication skills through the study of authentic texts and literature. Writing, reading, and speaking are especially stressed, as students are not proficient in the language. This course is intended for students planning to earn the maximum amount of retroactive credits at the university level.",1,3
35375S,IB Chinese SL 1 (Skinny),World Language,Full Year,Skinny,1,"11,12",35372S,false,"IB Chinese SL is a two-part course; part one is taken in the Junior year and part two in the Senior year. This course will further develop listening, speaking, reading and writing skills in an integrated way. This course is academically challenging and designed to prepare students to be college and career ready. This course is designed to develop students’ higher-level thinking skills and fluency in Chinese as well as their analytical skills. Students will make use of native speakers, the internet and authentic texts. Comprehension, not translation, is stressed at all times in the classroom and students are expected to write and speak spontaneously. Reciprocally, the knowledge acquired will prepare students to use the language appropriately in varied contexts. Students enrolled in this course are required to complete the IB internal and external exams.",1,3
35376S,IB Chinese SL 2 (Skinny),World Language,Full Year,Skinny,1,12,"35373S,35375S",false,"IB Chinese SL is a two-part course; part one is taken in the Junior year and part two in the Senior year. This course will further develop listening, speaking, reading and writing skills in an integrated way. This course is academically challenging and designed to prepare students to be college and career ready. This course is designed to develop students’ higher-level thinking skills and fluency in Chinese as well as their analytical skills. Students will make use of native speakers, the internet and authentic texts. Students will explore the communicative purpose of spoken and written texts, accurate handling of the language system, language selection appropriate to a particular culture and social contexts, and the organization of ideas. Comprehension, not translation, is stressed at all times in the classroom and students are expected to write and speak spontaneously. Reciprocally, the knowledge acquired will prepare students to use the language appropriately in varied contexts. Students enrolled in this course are required to complete the IB internal and external exams.",1,3
35128S,IB French SL (Skinny),World Language,Full Year,Skinny,1,12,35093S,false,"The IB French SL course is a one year course that may be taken in the 1 1 t h or 12 t h grade. The course is designed to develop a student’ s receptive, productive and interactive skills to prepare them to be college and career ready. The IB French course is organized on the basis of three main themes: individual and society, leisure and work, urban and rural environment. Each theme has a list of topics that provide the students with opportunities to practice and explore the language as well as to develop intercultural understanding. Through the development of receptive, productive and interactive skills, students should be able to respond and interact appropriately in a defined range of everyday situations. The IB French course seeks to develop intercultural understanding and foster a concern for global issues, as well as to raise students’ awareness of their own responsibility at a local level.",1,3
35248S,IB German HL (Skinny),World Language,Full Year,Skinny,1,12,"35244S,35246S",false,"In this course, which is based on the immersion model of language acquisition, students will achieve intermediate-low/intermediate mid communication skills in the areas of reading, writing, listening, and speaking in the target language on a wide range of topics. These courses are academically challenging and will prepare students for college-level work and life in a global society. In this course, students will study cultures and literature of the German-speaking world. Students will also participate in activities to practice conversational skills, vocabulary, and grammar. Comprehension, not translation, is stressed at all times in the classroom and students are expected to write and speak spontaneously. All students enrolled in this course are required to complete the internal and external IB exams. Students who take advanced levels of language may have a greater opportunity to receive retroactive credits upon completing a language placement test in college (please contact your university for specific details).",1,3
35246S,IB German SL 1 (Skinny),World Language,Full Year,Skinny,1,"11,12",35213S,false,"In this course, which is based on the immersion model of language acquisition, students will achieve novice-high/intermediate-low communication skills in the areas of reading, writing, listening, and speaking in the target language on a wide range of topics. These courses are academically challenging and will prepare students for college-level work and life in a global society. In this course, students will study cultures and literature of the German-speaking world. Students will also participate in activities to practice conversational skills, vocabulary, and grammar. All students enrolled in this course are required to complete the internal and external IB exams. Students who take advanced levels of language may have a greater opportunity to receive retroactive credits upon completing a language placement test in college (please contact your university for specific details).",1,3
35247S,IB German SL 2 (Skinny),World Language,Full Year,Skinny,1,12,"35244S,35246S",false,"In this course, which is based on the immersion model of language acquisition, students will achieve intermediate-low/intermediate mid communication skills in the areas of reading, writing, listening, and speaking in the target language on a wide range of topics. These courses are academically challenging and will prepare students for college-level work and life in a global society. In this course, students will study cultures and literature of the German-speaking world. Students will also participate in activities to practice conversational skills, vocabulary, and grammar. All students enrolled in this course are required to complete the internal and external IB exams. Students who take advanced levels of language may have a greater opportunity to receive retroactive credits upon completing a language placement test in college (please contact your university for specific details).",1,3
35368S,IB Spanish HL 1 (Skinny),World Language,Full Year,Skinny,1,11,35334,false,"IB Spanish HL 1 is taken in the junior year. In this course, which is based on the immersion model of language acquisition, students will achieve intermediate-low communication skills in the areas of reading, writing, listening, and speaking in the target language on a wide range of topics. These courses are academically challenging and will prepare students for college-level work and life in a global society. In this course, students will study cultures and literature of the Spanish-speaking world. Students will also participate in activities to practice conversational skills, vocabulary, and grammar. Additionally, students must be willing to work towards proficiency both in and outside the classroom. Comprehension, not translation, is stressed at all times in the classroom and students are expected to write and speak spontaneously. The knowledge acquired will prepare students to use the target language appropriately in varied contexts. All students enrolled in this course are required to complete the internal and external IB exams. Students who take advanced levels of language may have a greater opportunity to receive retroactive credits upon completing a language placement test in college (please contact your university for specific details).",1,3
35369S,IB Spanish HL 2 (Skinny),World Language,Full Year,Skinny,1,12,35368S,false,"IB Spanish HL 2 is taken in the senior year. In this course, which is based on the immersion model of language acquisition, students will achieve intermediate-low / mid communication skills in the areas of reading, writing, listening, and speaking in the target language on a wide range of topics. This course is academically challenging and will prepare students for college-level work and life in a global society. In this course, students will study the cultures and literature of the Spanish-speaking world. Students will also participate in activities to practice conversational skills, vocabulary, and grammar. Additionally, students must be willing to work towards proficiency both in and outside the classroom. Comprehension, not translation, is stressed at all times in the classroom and students are expected to write and speak spontaneously. The knowledge acquired will prepare students to use the target language appropriately in varied contexts. All students enrolled in this course are required to complete the internal and external IB exams. Students who take advanced levels of language may have a greater opportunity to receive retroactive credits upon completing a language placement test in college (please contact your university for specific details).",1,3
35361S,IB Spanish SL 1 (Skinny),World Language,Full Year,Skinny,1,"11,12","35333,35333S",false,"In this course, which is based on the immersion model of language acquisition, students will achieve novice-high/intermediate low communication skills in the areas of reading, writing, listening, and speaking in the target language on a wide range of topics. This course is academically challenging and will prepare students for college-level work and life in a global society. In this course, students will study cultures and literature of the Spanish-speaking world. Students will also participate in activities to further develop conversational skills as they build vocabulary and more advanced understanding of grammar. Additionally, students must be willing to work towards proficiency both in and outside the classroom. Students who take advanced levels of language may have a greater opportunity to receive retroactive credits upon completing a language placement test in college (please contact your university for specific details).",1,3
35367S,IB Spanish SL 2 (Skinny),World Language,Full Year,Skinny,1,12,"35361S,35334",false,"In this course, which is based on the immersion model of language acquisition, students will achieve intermediate-low communication skills in the areas of reading, writing, listening, and speaking in the target language on a wide range of topics. These courses are academically challenging and will prepare students for college-level work and life in a global society. In this course, students will study cultures and literature of the Spanish-speaking world. Students will also participate in activities to practice conversational skills, vocabulary, and grammar. Additionally, students must be willing to work towards proficiency both in and outside the classroom. Comprehension, not translation, is stressed at all times in the classroom and students are expected to write and speak spontaneously. The knowledge acquired will prepare students to use the target language appropriately in varied contexts. All students enrolled in this course are required to complete the internal and external IB exams. Students who take advanced levels of language may have a greater opportunity to receive retroactive credits upon completing a language placement test in college (please contact your university for specific details).",1,3
35271S,Spanish 1 (Skinny),World Language,Full Year,Skinny,1,"9,10,11,12",,false,"In this course, which is based on the immersion model of language acquisition, students will achieve communication skills at a novice-mid level in the areas of reading, writing, listening, and speaking in the target language. This course is academically challenging and will prepare students for college-level work and life in a global society. It also builds students’ knowledge of the culture in the Spanish-speaking world. In this course, students must be willing to work toward proficiency both in and outside the classroom. Reciprocally, the knowledge acquired will prepare students to use the target language appropriately in varied contexts.",1,3
35302S,Spanish 2 (Skinny),World Language,Full Year,Skinny,1,"9,10,11,12",35271S,false,"In this course, which is based on the immersion model of language acquisition, students will achieve communication skills at a novice-mid level in the areas of reading, writing, listening, and speaking in the target language. This course is academically challenging and will prepare students for college-level work and life in a global society. It also builds students’ knowledge of the culture in the Spanish-speaking world. In this course, students must be willing to work towards proficiency both in and outside the classroom. Comprehension, not translation, is stressed at all times in the classroom and students are expected to write and speak spontaneously. Reciprocally, the knowledge acquired will prepare students to use the target language appropriately in varied contexts.",1,3
35333,Spanish 3,World Language,Full Year,Block,1,"10,11,12",35302S,false,"In this course, which is based on the immersion model of language acquisition, students will achieve communication skills at a novice-high level in the areas of reading, writing, listening, and speaking in the target language on various topics. This course is academically challenging and will prepare students for college-level work and life in a global society. It will also continue to advance students’ understanding of the cultures and history from the Spanish-speaking countries. Students will participate in reading, writing, speaking, and listening activities to acquire and practice conversational skills, vocabulary, and grammar. Additionally, students must be willing to work towards proficiency both in and outside the classroom. The knowledge acquired will prepare students to use the target language appropriately in varied contexts.",1,3
35333S,Spanish 3 (Skinny),World Language,Full Year,Skinny,1,"10,11,12",35302S,false,"In this course, which is based on the immersion model of language acquisition, students will achieve communication skills at a novice-high level in the areas of reading, writing, listening, and speaking in the target language on various topics. This course is academically challenging and will prepare students for college-level work and life in a global society. It will also continue to advance students’ understanding of the cultures and history from the Spanish-speaking countries. Students will participate in reading, writing, speaking, and listening activities to acquire and practice conversational skills, vocabulary, and grammar. Additionally, students must be willing to work towards proficiency both in and outside the classroom. The knowledge acquired will prepare students to use the target language appropriately in varied contexts.",1,3
35334,Spanish 4,World Language,Full Year,Block,1,"10,11,12","35333,35333S",false,"In this course, which is based on the immersion model of language acquisition, students will achieve communication skills at a novice-high/intermediate low level in the areas of reading, writing, listening, and speaking in the target language on various topics. This course is academically challenging and will prepare students for college-level work and life in a global society. It will also continue to advance students’ understanding of the cultures and history from the Spanish-speaking countries. Students will participate in reading, writing, speaking, and listening activities to acquire and practice conversational skills, vocabulary, and grammar. Additionally, students must be willing to work towards proficiency both in and outside the classroom.",1,3
35355,Spanish for the Professions,World Language,Full Year,Block,1,"11,12","35361S,35334",false,"Spanish for the Professions will highlight specific connections between bilingual language skills and career pathways, with hands-on opportunities for students to use and build their language skills in a real-world context, working with community partners.",1,3
